4.07297	0
5.07255	12229
6.07239	21119
7.07215	18942
8.07304	20822
9.07314	20466
10.0731	19463
11.0737	21771
12.0743	20935
13.074	19292
14.074	21127
15.0742	20522
16.074	19445
17.0741	18503
18.074	19820
19.0741	19626
20.074	20270
21.0741	19903
22.0745	19784
23.0743	20004
24.074	18802
25.0741	19287
26.074	20160
27.074	19167
28.0743	18451
29.0744	18503
30.0744	17677
31.0744	19276
32.0754	19564
33.0754	19270
34.0751	19103
35.0752	18094
36.0752	18751
37.0755	17911
38.0753	17885
39.0751	16140
40.075	17363
41.075	17415
42.075	18084
43.0758	17234
44.0754	17507
45.0752	17605
46.0752	16990
47.0754	17404
48.0751	17090
49.0751	16457
50.0755	17380
51.0757	16386
52.0754	16410
53.0756	14933
54.076	16561
55.0767	16260
56.0772	16982
57.0774	16483
58.0772	16252
59.0775	15670
60.0771	15539
61.077	17016
62.077	15802
63.0772	16192
64.0777	16278
65.077	15987
66.0775	15705
67.0772	15332
68.0775	15259
69.0775	14978
70.0771	15004
71.0777	14763
72.0773	15112
73.0772	15525
74.0773	14931
75.077	15951
76.0775	15972
77.0777	16240
78.0772	15842
79.0776	15452
80.0777	16968
81.0772	15914
82.0773	15610
83.0773	16421
84.0771	15890
85.0777	15112
86.0774	16666
87.0771	14967
88.0771	16703
89.0783	16198
90.0785	15345
91.0784	16360
92.0782	15841
93.078	15950
94.078	16458
95.0791	15848
96.0799	16265
97.0797	16168
98.0798	17331
99.079	14327
100.079	15439
101.079	15434
102.08	15277
103.08	14506
104.08	14460
105.08	14241
106.08	15029
107.08	14943
108.08	14773
109.081	13647
110.08	14241
111.081	13898
112.08	16232
113.081	16084
114.08	15368
115.081	15465
116.08	14859
117.081	14057
118.081	16108
119.08	16593
