2.06926	0
3.06984	12975
4.06921	18499
5.06989	13970
6.06942	10620
7.0696	7550
8.06926	4499
9.07059	4616
10.0719	4928
11.0722	4738
12.0731	5171
13.0733	3796
14.0753	2752
15.0791	2870
16.0799	2707
17.0809	3696
18.0817	3407
19.083	3309
20.0842	3359
21.0881	2624
22.0887	2782
23.0891	2671
24.0905	3080
25.0921	3235
26.0924	3001
27.095	2653
28.0958	3362
29.0979	2779
30.0986	2830
31.101	2611
32.1006	2855
33.1016	3217
34.1026	3630
35.1039	4207
36.1032	4334
37.103	4274
38.1038	4686
39.1037	5603
40.1045	6351
41.1049	5304
42.1055	5223
43.1057	5036
44.106	5418
45.1064	4735
46.1063	5170
47.1083	4906
48.1091	4909
49.1095	5353
50.1092	6016
51.1091	5702
52.111	5536
53.1113	5048
54.111	4649
55.1139	4902
56.1134	3309
57.1144	3725
58.1141	4139
59.1161	4809
60.1163	5170
61.118	5698
62.1179	7045
63.1188	5880
64.1181	6113
65.119	6476
66.1189	6828
67.1193	6678
68.1197	7069
69.1209	7209
70.12	7374
71.1201	7579
72.1217	8696
73.1218	6176
74.1227	5973
75.1257	4708
76.1264	4910
77.1261	5230
78.1275	4936
79.1289	5028
80.1316	4156
81.1334	3696
82.1346	3846
83.1347	3779
84.1341	3934
85.1346	4613
86.1348	4467
87.1343	5133
88.1361	4264
89.1371	3920
90.1374	3850
91.1373	4031
92.1381	4462
93.1404	4688
94.1407	4723
95.1403	4454
96.1406	4262
97.1401	4505
98.1407	5495
99.1404	5763
100.141	4788
101.143	3857
102.144	3373
103.146	3749
104.145	4213
105.146	4722
106.145	4735
107.147	4875
108.148	5229
109.147	6131
110.147	5806
111.147	6137
112.149	4313
113.15	4545
114.15	4909
115.15	5350
116.151	5789
117.152	5381
118.151	5599
119.153	6199
