2.08928	1	69
2.08955	2	69
2.08957	3	69
2.09004	4	70
2.09027	5	70
2.09045	6	70
2.09077	7	70
2.09104	8	71
2.09106	9	71
2.09154	10	71
2.09177	11	71
2.09493	12	70
2.09625	13	71
2.10146	14	71
2.18112	15	72
2.18145	16	72
2.18421	17	71
2.1866	18	70
2.18792	19	70
2.19114	20	71
2.19384	21	70
2.19444	22	71
2.19762	23	71
2.20059	24	71
2.20214	25	72
2.20436	26	72
2.20707	27	72
2.20862	28	72
2.21184	29	72
2.21454	30	72
2.21509	31	73
2.21831	32	73
2.22101	33	72
2.22257	34	73
2.22479	35	73
2.22749	36	73
2.22904	37	74
2.27511	38	74
2.27705	39	74
2.2781	40	74
2.28032	41	74
2.28352	42	74
2.28408	43	75
2.28534	44	74
2.28701	45	73
2.2876	46	74
2.29082	47	74
2.29176	48	74
2.29308	49	75
2.2953	50	75
2.2962	51	75
2.29703	52	75
2.29825	53	75
2.29996	54	74
2.30052	55	75
2.30228	56	75
2.30318	57	75
2.305	58	75
2.30622	59	76
2.30793	60	75
2.30849	61	76
2.30971	62	76
2.31065	63	75
2.31098	64	75
2.3122	65	76
2.31391	66	75
2.31446	67	76
2.31569	68	76
2.31713	69	76
2.31749	70	76
2.31872	71	76
2.32088	72	76
2.32144	73	77
2.32266	74	77
2.32337	75	77
2.32393	76	77
2.32569	77	77
2.32609	78	77
2.32642	79	77
2.32764	80	77
2.32835	81	77
2.32991	82	77
2.33113	83	78
2.33184	84	77
2.3324	85	78
2.33362	86	78
2.33433	87	78
2.33588	88	78
2.33711	89	79
2.33782	90	78
2.33841	91	79
2.33964	92	79
2.37469	93	79
2.37501	94	79
2.37601	95	79
2.37691	96	79
2.37727	97	80
2.37846	98	80
2.37917	99	80
2.37973	100	80
2.38195	101	80
2.38266	102	80
2.38325	103	81
2.38448	104	81
2.38492	105	80
2.38524	106	81
2.38643	107	81
2.38714	108	81
2.38774	109	81
2.38846	110	81
2.3899	111	81
2.39046	112	82
2.39168	113	82
2.39239	114	82
2.39295	115	82
2.39394	116	82
2.39484	117	82
2.39521	118	83
2.39567	119	82
2.39638	120	82
2.39693	121	82
2.39816	122	83
2.39883	123	82
2.39919	124	83
2.40015	125	83
2.40086	126	82
2.40141	127	83
2.40241	128	83
2.40358	129	83
2.40391	130	83
2.4049	131	83
2.40557	132	83
2.4059	133	83
2.40689	134	83
2.40691	135	83
2.40739	136	84
2.40839	137	84
2.40983	138	84
2.41038	139	85
2.41061	140	84
2.41132	141	84
2.41188	142	84
2.4131	143	85
2.41312	144	85
2.41337	145	85
2.41437	146	85
2.41527	147	85
2.41563	148	85
2.41686	149	85
2.41703	150	86
2.41735	151	85
2.41758	152	85
2.41829	153	85
2.41885	154	85
2.42008	155	86
2.42009	156	86
2.42034	157	86
2.42134	158	86
2.42228	159	86
2.42283	160	86
2.42333	161	86
2.42335	162	86
2.42383	163	86
2.42506	164	87
2.42576	165	86
2.42632	166	87
2.42655	167	87
2.42726	168	87
2.42781	169	87
2.42854	170	87
2.42856	171	87
2.42881	172	87
2.42981	173	87
2.43048	174	87
2.4308	175	87
2.43126	176	88
2.43224	177	88
2.4328	178	88
2.43352	179	88
2.43354	180	88
2.43379	181	88
2.43429	182	88
2.43523	183	88
2.43578	184	88
2.43601	185	88
2.43645	186	88
2.43678	187	88
2.43724	188	89
2.43795	189	88
2.43827	190	89
2.43977	191	89
2.43994	192	89
2.44027	193	90
2.4405	194	89
2.44052	195	89
2.44199	196	89
2.44222	197	90
2.4427	198	89
2.44326	199	90
2.44349	200	90
2.44393	201	89
2.44452	202	90
2.44475	203	90
2.44542	204	90
2.44601	205	90
2.44747	206	91
2.44749	207	91
2.44774	208	91
2.4482	209	91
2.44822	210	91
2.44847	211	91
2.44969	212	91
2.44971	213	91
2.44996	214	91
2.45119	215	92
2.45121	216	92
2.45145	217	92
2.45268	218	92
2.4527	219	92
2.45394	220	92
2.45417	221	93
2.45488	222	92
2.45544	223	93
2.45571	224	93
2.45638	225	93
2.45693	226	93
2.4572	227	94
2.488	228	93
2.48836	229	94
2.48882	230	93
2.48884	231	93
2.48909	232	94
2.49005	233	94
2.49007	234	94
2.49031	235	94
2.49131	236	94
2.49133	237	94
2.49158	238	94
2.49254	239	94
2.49277	241	94
2.49346	242	94
2.49488	245	94
2.49607	248	95
2.4963	250	95
2.49699	251	94
2.49716	252	94
2.49748	253	94
2.49771	254	94
2.49835	255	94
2.49867	256	94
2.4989	257	94
2.49892	258	94
2.49944	259	94
2.49967	260	94
2.5004	262	94
2.50136	266	94
2.50157	267	94
2.50189	268	94
2.50262	269	94
2.50285	271	94
2.50375	273	94
2.50412	274	95
2.50458	275	94
2.50481	277	94
2.50577	278	94
2.50579	279	94
2.50604	280	95
2.50653	281	94
2.50694	282	94
2.50726	283	95
2.50749	284	95
2.50793	285	94
2.50826	286	95
2.50902	287	95
2.50926	290	94
2.50927	291	94
2.50975	292	94
2.50998	293	94
2.51019	294	94
2.51056	295	94
2.51102	296	94
2.51173	297	94
2.51228	299	94
2.51251	301	94
2.5132	302	95
2.51322	303	94
2.51347	304	94
2.5137	305	94
2.51414	306	94
2.51447	307	94
2.51516	310	95
2.51562	311	94
2.51585	313	94
2.51658	314	94
2.51777	317	94
2.51779	318	94
2.51804	319	95
2.51827	320	95
2.51871	321	94
2.51903	322	95
2.51926	323	95
2.51976	325	94
2.52022	326	95
2.52045	328	95
2.52118	329	95
2.52141	331	95
2.52164	332	94
2.52187	334	94
2.52231	336	94
2.52264	337	94
2.52287	338	94
2.52406	340	95
2.52452	341	94
2.52475	343	94
2.52519	345	94
2.52552	346	94
2.52569	348	94
2.52602	349	94
2.52696	351	93
2.52728	352	94
2.5273	354	94
2.52755	355	94
2.52855	356	94
2.52878	358	94
2.52951	361	94
2.52953	363	94
2.52977	364	94
2.531	365	94
2.53123	367	95
2.53146	370	94
2.53169	371	94
2.53213	372	94
2.5325	373	94
2.53273	376	94
2.53395	377	94
2.53419	379	95
2.53442	380	94
2.53465	382	94
2.53536	384	94
2.53569	386	94
2.53571	387	94
2.53649	389	94
2.53695	392	94
2.53716	393	94
2.53748	394	94
2.53771	395	94
2.53894	398	94
2.53917	400	95
2.5394	401	95
2.53961	405	94
2.53998	406	94
2.54044	407	94
2.54067	409	94
2.5409	410	94
2.54111	411	94
2.54147	412	94
2.54165	414	94
2.54197	415	94
2.5427	416	94
2.54293	418	94
2.54393	421	94
2.54416	422	95
2.54418	423	95
2.54443	425	95
2.54445	426	94
2.54469	427	94
2.54472	429	94
2.54496	430	94
2.54623	434	94
2.54625	435	94
2.54677	436	94
2.547	437	94
2.5474	438	94
2.54772	439	94
2.54795	440	94
2.54818	443	95
2.54865	446	94
2.54941	449	94
2.54962	450	94
2.54995	451	94
2.55018	452	95
2.55043	455	94
2.55045	456	94
2.55072	457	94
2.55095	458	94
2.55112	459	94
2.55139	462	94
2.55175	463	94
2.55248	464	94
2.55271	466	94
2.55365	468	94
2.55398	469	94
2.55421	470	95
2.55444	473	94
2.55467	475	94
2.5549	478	94
2.55566	479	94
2.55584	480	94
2.55616	481	95
2.55639	482	95
2.55662	485	94
2.55665	486	94
2.55693	487	94
2.55743	488	94
2.55766	490	94
2.55816	493	95
2.55862	494	94
2.55864	495	94
2.55889	496	94
2.55915	499	95
2.55965	500	94
2.56011	502	94
2.56034	503	94
2.56037	504	94
2.56161	505	94
2.56184	506	94
2.56187	507	94
2.56211	509	95
2.56257	511	94
2.5626	513	94
2.56284	514	94
2.56355	516	94
2.56387	518	94
2.5641	521	95
2.56481	522	94
2.56537	524	95
2.5654	525	95
2.56564	527	94
2.56587	530	94
2.5659	531	94
2.56658	534	94
2.5669	535	94
2.56713	536	95
2.56828	539	95
2.56851	542	94
2.56921	545	95
2.56938	546	94
2.5697	547	94
2.56974	549	94
2.56997	550	94
2.5702	551	95
2.57037	552	94
2.57074	553	94
2.5712	554	95
2.57143	556	95
2.57166	559	94
2.60232	560	95
2.60278	562	94
2.60324	565	95
2.60348	568	94
2.60417	571	94
2.6044	572	94
2.60463	574	94
2.6056	577	94
2.60563	579	94
2.60635	580	94
2.60639	581	94
2.60663	582	94
2.60687	583	93
2.6072	584	94
2.60852	585	92
2.60885	586	92
2.60888	587	92
2.60961	588	93
2.60965	589	92
2.60988	590	92
2.61009	591	92
2.61069	592	92
2.61093	593	92
2.61117	594	92
2.61149	595	92
2.61167	596	91
2.61199	597	91
2.61272	598	91
2.61316	599	91
2.61349	600	91
2.61393	601	90
2.61453	602	90
2.6147	603	90
2.61502	604	90
2.61547	605	90
2.61579	606	90
2.61582	607	89
2.61606	608	89
2.61683	609	89
2.61686	610	89
2.61709	611	90
2.61805	612	88
2.61809	613	89
2.61832	614	89
2.61836	615	88
2.61859	616	88
2.61905	617	88
2.61922	618	88
2.62028	619	88
2.62031	620	88
2.62055	621	88
2.62108	622	88
2.62111	623	88
2.62135	624	88
2.62185	625	87
2.62262	626	87
2.62267	627	87
2.6227	628	87
2.62291	629	86
2.62323	630	87
2.62394	631	86
2.62427	632	87
2.6245	633	86
2.62467	634	85
2.625	635	85
2.62521	636	86
2.62553	637	86
2.62571	638	85
2.62575	639	85
2.62607	640	86
2.62657	641	85
2.6266	642	85
2.62663	643	85
2.62688	644	85
2.62705	645	84
2.62741	646	85
2.62764	647	85
2.62835	648	84
2.62866	649	84
2.62899	650	84
2.62901	651	84
2.62925	652	84
2.62998	653	83
2.63071	654	83
2.63098	655	83
2.63142	656	83
2.63175	657	83
2.63247	658	83
2.63315	659	82
2.63347	660	82
2.6335	661	82
2.63352	662	82
2.63378	663	82
2.6338	664	81
2.63405	665	81
2.63451	666	82
2.63514	667	82
2.63547	668	82
2.63549	669	81
2.63551	670	81
2.63577	671	81
2.63621	672	81
2.63654	673	81
2.63727	674	81
2.63773	675	81
2.63775	676	80
2.638	677	80
2.63867	678	80
2.63899	679	80
2.63902	680	79
2.63926	681	80
2.63943	682	80
2.63999	683	79
2.64022	684	80
2.64024	685	79
2.64043	686	79
2.64076	687	79
2.64099	688	79
2.64168	689	79
2.64212	690	79
2.64245	691	79
2.64247	692	78
2.64271	693	78
2.64273	694	78
2.64298	695	78
2.64371	696	78
2.64444	697	78
2.64446	698	78
2.64471	699	78
2.64517	700	78
2.64519	701	77
2.64544	702	77
2.64588	703	76
2.64621	704	77
2.64638	705	77
2.64671	706	77
2.64672	707	76
2.64697	708	76
2.64699	709	76
2.64724	710	77
2.64747	711	76
2.64749	712	76
2.64843	713	76
2.64866	714	76
2.6491	715	76
2.64943	716	76
2.64989	717	76
2.65012	718	76
2.65014	719	76
2.65039	720	76
2.6506	721	75
2.65092	722	75
2.6511	723	75
2.65142	724	75
2.65144	725	75
2.65169	726	75
2.65186	727	74
2.65219	728	75
2.65221	729	75
2.65246	730	75
2.65263	731	74
2.65296	732	74
2.65313	733	74
2.65346	734	74
2.65348	735	74
2.65373	736	74
2.6539	737	73
2.65394	738	73
2.65426	739	74
2.65499	740	73
2.65501	741	73
2.65549	742	74
2.65572	743	73
2.65595	744	73
2.65639	745	73
2.65675	746	73
2.65721	747	74
2.65744	748	73
2.65746	749	73
2.65844	750	73
2.65867	751	73
2.65967	752	73
2.65969	753	73
2.65994	754	73
2.66017	755	73
2.6604	756	73
2.66118	757	73
2.66174	758	73
2.66197	759	73
2.66222	760	73
2.66254	761	73
2.66321	762	73
2.66354	763	73
2.66356	764	73
2.66385	765	73
2.66481	766	73
2.66483	767	73
2.66508	768	74
2.66628	769	74
2.66684	770	74
2.66732	771	74
2.66765	772	74
2.66766	773	74
2.66791	774	74
2.66887	775	74
2.66889	776	74
2.66914	777	75
2.6701	778	75
2.67081	779	74
2.67113	780	75
2.67136	781	75
2.67203	782	75
2.67236	783	75
2.67259	784	75
2.6733	785	75
2.67362	786	75
2.67385	787	75
2.67429	788	75
2.67462	789	75
2.67558	790	75
2.6756	791	75
2.67585	792	75
2.67684	793	75
2.67686	794	75
2.67711	795	76
2.67807	796	76
2.67809	797	76
2.67911	798	76
2.67934	799	76
2.68001	800	75
2.68033	801	76
2.68056	802	76
2.681	803	75
2.68133	804	76
2.68156	805	76
2.68227	806	76
2.68259	807	76
2.68355	808	76
2.68357	809	76
2.68382	810	76
2.68482	811	76
2.68483	812	76
2.68508	813	77
2.68604	814	77
2.68606	815	77
2.68631	816	77
2.68708	817	77
2.68775	818	76
2.69578	819	73
2.69595	820	73
2.69628	821	74
2.69704	822	74
2.69706	823	74
2.69708	824	74
2.69735	825	74
2.69758	826	73
2.69761	827	73
2.69938	828	74
2.6994	829	74
2.69942	830	74
2.69969	831	74
2.70013	832	74
2.70069	833	74
2.70091	834	74
2.70093	835	73
2.70145	836	74
2.70195	837	74
2.70212	838	74
2.70272	839	74
2.7039	840	74
2.70392	841	74
2.70417	842	75
2.70444	843	74
2.70446	844	74
2.70494	845	74
2.70567	846	74
2.70569	847	74
2.70743	848	75
2.70766	849	75
2.70768	850	74
2.70793	851	74
2.70843	852	75
2.7096	853	75
2.70992	854	75
2.71015	855	76
2.71017	856	75
2.71042	857	75
2.71065	858	75
2.71132	859	75
2.71165	860	75
2.71264	861	75
2.71266	862	75
2.71318	863	76
2.71364	864	75
2.71366	865	75
2.71391	866	75
2.71464	867	75
2.71481	868	75
2.71517	869	76
2.71663	870	76
2.71665	871	76
2.71713	872	77
2.71736	873	76
2.71738	874	76
2.71912	875	77
2.71935	876	77
2.71937	877	76
2.71962	878	76
2.71989	879	76
2.72056	880	76
2.72088	881	76
2.72111	882	77
2.72178	883	76
2.72215	884	77
2.72261	885	77
2.72305	886	77
2.72337	887	77
2.7236	888	77
2.72427	889	77
2.72464	890	77
2.7251	891	78
2.72604	892	78
2.72663	893	78
2.72686	894	78
2.72688	895	77
2.72713	896	78
2.72736	897	78
2.72903	898	79
2.72935	899	79
2.72958	900	79
2.72979	901	78
2.73035	902	79
2.73135	903	79
2.73136	904	79
2.73184	905	79
2.73207	906	79
2.73209	907	79
2.73261	908	79
2.7333	909	79
2.73332	910	79
2.73361	911	79
2.73457	912	79
2.73458	913	79
2.7351	914	80
2.73633	915	80
2.73635	916	80
2.73683	917	80
2.73755	918	80
2.73773	919	80
2.73809	920	81
2.73928	921	81
2.7393	922	81
2.73955	923	81
2.73978	924	80
2.7398	925	80
2.74005	926	81
2.74104	927	81
2.74106	928	81
2.74131	929	81
2.74304	930	82
2.74305	931	82
2.7433	932	82
2.74353	933	81
2.74355	934	81
2.74407	935	82
2.74576	936	82
2.74578	937	82
2.74603	938	83
2.74679	939	82
2.74681	940	82
2.74729	941	83
2.74752	942	82
2.74754	943	82
2.74779	944	82
2.74878	945	82
2.7488	946	82
2.74905	947	83
2.75024	948	83
2.75026	949	83
2.75055	950	83
2.752	951	83
2.75218	952	84
2.7525	953	84
2.753	954	83
2.75302	955	84
2.7535	956	84
2.75373	957	84
2.75375	958	83
2.75403	959	84
2.75427	960	84
2.75467	961	83
2.75503	962	84
2.75549	963	84
2.75566	964	83
2.75599	965	83
2.75622	966	84
2.75624	967	83
2.75653	968	83
2.75699	969	83
2.75716	970	83
2.75748	971	83
2.75775	972	83
2.75815	973	83
