6.07666	0
7.07621	10184
8.07656	16499
9.07657	16560
10.0764	19619
11.0762	19582
12.076	19655
13.0766	23383
14.0767	22474
15.0764	22400
16.076	23077
17.0766	22545
18.0765	22157
19.0761	22703
20.0763	21902
21.0764	22897
22.0762	22509
23.0766	22033
24.0762	23140
25.0761	22217
26.0763	21856
27.0761	22701
28.076	22073
29.0765	24047
30.0762	25486
31.0766	24153
32.0761	24107
33.0763	23671
34.0762	23525
35.0764	23622
36.076	23052
37.0761	24408
38.0762	23565
39.0767	23338
40.0763	21865
41.076	23246
42.076	22871
43.0761	23391
44.0761	22348
45.0762	22337
46.0762	22155
47.0772	21915
48.0771	22325
49.0776	22106
50.077	19889
51.0777	21391
52.0779	21538
53.0771	22773
54.0772	21696
55.0778	22040
56.077	24063
57.0773	23768
58.0777	23184
59.0772	23658
60.0779	22882
61.0771	21829
62.0773	21137
63.0779	22556
64.0772	21911
65.0771	21379
66.0773	20956
67.0774	21307
68.0778	20762
69.0772	20881
70.0778	20348
71.0772	19986
72.0772	17683
73.0771	19901
74.0771	19753
75.077	21817
76.077	21901
77.0772	21003
78.0774	21940
79.077	22093
80.077	20895
81.078	23136
82.0778	22882
83.0776	22422
84.0771	22932
85.0772	22880
86.077	22604
87.0776	23076
88.0771	22675
89.077	23416
90.0771	24349
91.0771	23039
92.0777	23003
93.0773	22459
94.0773	22082
95.0776	23114
96.0772	23244
97.077	22895
98.0773	19960
99.0776	21898
100.078	22049
101.077	22371
102.077	23662
103.077	23488
104.077	23440
105.077	23369
106.077	23015
107.077	24614
108.077	23997
109.077	23100
110.077	23078
111.078	22788
112.077	23802
113.077	23656
114.077	23684
115.078	22662
116.077	22423
117.078	24009
118.078	21888
119.078	21198
