0.0204589	0
1.02013	19571
2.02005	19947
3.02007	20561
4.02007	19488
5.02051	18713
6.02038	19521
7.02019	17950
8.02012	19566
9.02009	20039
10.0213	16945
11.0214	17798
12.0213	19590
13.0211	18587
14.0212	17750
15.0219	19794
16.0211	18648
17.0217	20026
18.0214	18454
19.0214	19359
20.0211	19989
21.0211	21734
22.0211	22047
23.021	21891
24.0215	21578
25.0211	21151
26.021	19723
27.021	18044
28.021	19899
29.0211	18351
30.021	13065
31.0212	14687
32.0218	16751
33.021	15477
34.0212	17100
35.0213	20265
36.0217	18592
37.0213	20385
38.0213	20254
39.0212	20264
40.0213	20361
41.0211	20883
42.0211	20238
43.0211	20908
44.0211	20300
45.021	21379
46.0212	24046
47.0216	22858
48.0217	23199
49.0212	22579
50.0213	22906
51.022	23112
52.0211	22470
53.0213	23792
54.0217	22579
55.0211	23259
56.0215	23233
57.0212	23356
58.0216	23305
59.0212	26179
60.0211	25440
61.021	25573
62.0214	21549
63.0211	21694
64.0212	23173
65.0216	22870
66.0215	23052
67.0214	23442
68.0213	22979
69.0213	23160
70.0212	22082
71.0215	23356
72.0214	26312
73.0211	23305
74.0212	24495
75.0216	23597
76.0215	23949
77.0212	23404
78.0211	23124
79.021	24420
80.0214	22810
81.0211	23730
82.0213	25199
83.0213	26892
84.0214	24749
85.0213	24458
86.0212	23852
87.0211	25228
88.0213	24124
89.0217	24724
90.021	24872
91.021	23742
92.0213	25077
93.0211	24324
94.0217	24687
95.0212	26082
96.0212	26615
97.021	25453
98.0212	26045
99.0211	25899
100.021	25234
101.021	24240
102.021	25246
103.021	24107
104.021	24542
105.021	25368
106.022	24117
107.021	25112
108.021	26357
109.021	27143
110.021	25621
111.021	26650
112.021	25259
113.021	25828
114.021	26409
115.021	26093
116.022	26967
117.022	26336
118.021	26361
119.021	27463
